profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Paweł Artur Burandt,dr inż.,Adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6514-4361,,,,7.0,10.0,39.499,,1804.0,38.0,UWM61dd658869894d06962e5330a7e556d0,https://bazawiedzy.uwm.edu.pl/info/author/UWM61dd658869894d06962e5330a7e556d0?lang=pl&r=publication&tab=main,
Ewa Emilia Chećko,dr inż.,Adiunkt,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-4214-9626,,,,10.0,10.0,77.999,,1375.0,16.0,UWMbef0be6107a14428866b06f90e01db95,https://bazawiedzy.uwm.edu.pl/info/author/UWMbef0be6107a14428866b06f90e01db95?lang=pl&r=publication&tab=main,
Bożena Cwalina-Ambroziak,prof. dr hab.,Profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8841-5416,,,,11.0,10.0,39.109,,1898.0,102.0,UWMa674143e875c4c56b978b16a855e0e67,https://bazawiedzy.uwm.edu.pl/info/author/UWMa674143e875c4c56b978b16a855e0e67?lang=pl&r=publication&tab=main,
Ireneusz Cymes,dr hab.,Adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1991-2152,,,,5.0,7.0,36.966,,1417.0,65.0,UWM74b968b8de804c4f962aaf727affa857,https://bazawiedzy.uwm.edu.pl/info/author/UWM74b968b8de804c4f962aaf727affa857?lang=pl&r=publication&tab=main,
Marta Maria Damszel,dr hab.,Profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-5479-1432,,,,11.0,11.0,64.837,,2379.0,72.0,UWMfbcfc7735f054740ad7d45bab0832cff,https://bazawiedzy.uwm.edu.pl/info/author/UWMfbcfc7735f054740ad7d45bab0832cff?lang=pl&r=publication&tab=main,
Ewa Wanda Dragańska,dr hab. inż.,Profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8099-6359,,,,8.0,8.0,76.345,,2530.0,59.0,UWMf501859332dc4cf8b3a13a22275c7891,https://bazawiedzy.uwm.edu.pl/info/author/UWMf501859332dc4cf8b3a13a22275c7891?lang=pl&r=publication&tab=main,
Bogdan Dubis,prof. dr hab. inż.,Profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2586-5559,,,,16.0,17.0,131.115,,3538.0,75.0,UWMbb834440d28f4b4996e2c524cdb05194,https://bazawiedzy.uwm.edu.pl/info/author/UWMbb834440d28f4b4996e2c524cdb05194?lang=pl&r=publication&tab=main,
Anna Francke,dr hab.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-6054-737X,,,,5.0,6.0,37.196,,1499.0,50.0,UWM4f1ec86bf35f45b6b388165987ca9d01,https://bazawiedzy.uwm.edu.pl/info/author/UWM4f1ec86bf35f45b6b388165987ca9d01?lang=pl&r=publication&tab=main,
Katarzyna Glińska-Lewczuk,prof. dr hab. inż.,Profesor,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-7845-6353,,,,20.0,23.0,227.594,,6991.0,165.0,UWM32e416a057f740aaaaf36857f8178ca4,https://bazawiedzy.uwm.edu.pl/info/author/UWM32e416a057f740aaaaf36857f8178ca4?lang=pl&r=publication&tab=main,
Krzysztof Józef Jankowski,prof. dr hab. inż.,Profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-6725-6292,,,,23.0,22.0,290.758,,8561.0,165.0,UWMe3d7c61c189e44bcbcc070eac5c4f326,https://bazawiedzy.uwm.edu.pl/info/author/UWMe3d7c61c189e44bcbcc070eac5c4f326?lang=pl&r=publication&tab=main,
Magdalena Jastrzębska,dr hab. inż.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-0745-0568,,,,8.0,9.0,78.934,,3130.0,118.0,UWMb3a5ba9fbba24cf2a8d9e62377290b49,https://bazawiedzy.uwm.edu.pl/info/author/UWMb3a5ba9fbba24cf2a8d9e62377290b49?lang=pl&r=publication&tab=main,
Barbara Magdalena Kalisz,dr hab. inż.,Profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2071-9314,,,,10.0,12.0,110.738,,3741.0,89.0,UWM17054b18342d4ab48fd4b3b41e3366d7,https://bazawiedzy.uwm.edu.pl/info/author/UWM17054b18342d4ab48fd4b3b41e3366d7?lang=pl&r=publication&tab=main,
Szymon Kobus,dr inż.,Adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1106-3918,,,,5.0,7.0,22.462,,990.0,35.0,UWMfa6f61f7453e49e689501ec5eda326d7,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa6f61f7453e49e689501ec5eda326d7?lang=pl&r=publication&tab=main,
Bożena Ewa Kordan,prof. dr hab. inż.,Profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1408-5901,,,,11.0,13.0,84.911,,3240.0,82.0,UWM387897e75afa47289aac342db376879a,https://bazawiedzy.uwm.edu.pl/info/author/UWM387897e75afa47289aac342db376879a?lang=pl&r=publication&tab=main,
Agnieszka Kosewska,dr hab.,Profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2711-4457,,,,10.0,10.0,73.933,,2524.0,86.0,UWM6f237210c4e3423d87f8dd2007e8d9ff,https://bazawiedzy.uwm.edu.pl/info/author/UWM6f237210c4e3423d87f8dd2007e8d9ff?lang=pl&r=publication&tab=main,
Marta Katarzyna Kostrzewska,dr hab. inż.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7712-1797,,,,8.0,9.0,83.167,,3062.0,106.0,UWMd93b139554e043848a52bc3aa1a702e6,https://bazawiedzy.uwm.edu.pl/info/author/UWMd93b139554e043848a52bc3aa1a702e6?lang=pl&r=publication&tab=main,
Sławomir Józef Krzebietke,dr hab. inż.,Profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4777-5551,,,,14.0,14.0,81.518,,3017.0,100.0,UWMea5735ac0f4a4d4b844e27fd2af5f51d,https://bazawiedzy.uwm.edu.pl/info/author/UWMea5735ac0f4a4d4b844e27fd2af5f51d?lang=pl&r=publication&tab=main,
Michał Zenon Krzyżaniak,dr hab. inż.,Profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0001-8195-5180,,,,26.0,30.0,402.049,,11288.0,151.0,UWM82700bd38ee24248ab890b01c8d5894b,https://bazawiedzy.uwm.edu.pl/info/author/UWM82700bd38ee24248ab890b01c8d5894b?lang=pl&r=publication&tab=main,
Jacek Kwiatkowski,dr hab. inż.,Profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-9040-701X,,,,8.0,9.0,67.217,,1986.0,83.0,UWMe36b8331073040eeba897984fbc02f28,https://bazawiedzy.uwm.edu.pl/info/author/UWMe36b8331073040eeba897984fbc02f28?lang=pl&r=publication&tab=main,
Emilia Ludwiczak,dr inż.,Adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-6307-1522,,,,5.0,5.0,39.046,,1547.0,16.0,UWM5c7b824abf0b41b1a71d501fe4d47e9c,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7b824abf0b41b1a71d501fe4d47e9c?lang=pl&r=publication&tab=main,
Andrzej Kazimierz Łachacz,prof. dr hab. inż.,Profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2902-2767,,,,9.0,11.0,45.349,,2238.0,143.0,UWM782dd142ce364fe983fa9f54be23819e,https://bazawiedzy.uwm.edu.pl/info/author/UWM782dd142ce364fe983fa9f54be23819e?lang=pl&r=publication&tab=main,
Ewa Mackiewicz,dr inż.,Adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-7764-669X,,,,8.0,9.0,26.293,,1209.0,20.0,UWM59834fe094fe4922a08a6ae0e7b1ad27,https://bazawiedzy.uwm.edu.pl/info/author/UWM59834fe094fe4922a08a6ae0e7b1ad27?lang=pl&r=publication&tab=main,
Joanna Majkowska-Gadomska,dr hab. inż.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-1693-0248,,,,7.0,9.0,49.628,,2241.0,101.0,UWMac10f01710bd446da430737f93100183,https://bazawiedzy.uwm.edu.pl/info/author/UWMac10f01710bd446da430737f93100183?lang=pl&r=publication&tab=main,
Marek Marks,prof. dr hab. inż.,Profesor,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-3497-2292,,,,6.0,6.0,43.48,,1768.0,118.0,UWM9185eee85c5246dfa51fa85168c027d2,https://bazawiedzy.uwm.edu.pl/info/author/UWM9185eee85c5246dfa51fa85168c027d2?lang=pl&r=publication&tab=main,
Marcin Michalak,dr hab.,Profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0003-1907-9719,,,,6.0,10.0,55.246,,1575.0,15.0,UWMd588cd743d17444f9aa912255f3fbd56,https://bazawiedzy.uwm.edu.pl/info/author/UWMd588cd743d17444f9aa912255f3fbd56?lang=pl&r=publication&tab=main,
Mariusz Nietupski,dr hab. inż.,Profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6509-4579,,,,10.0,9.0,60.699,,2670.0,90.0,UWMac690b4dca0f4d3c963115fb9c10fd8d,https://bazawiedzy.uwm.edu.pl/info/author/UWMac690b4dca0f4d3c963115fb9c10fd8d?lang=pl&r=publication&tab=main,
Anna Nogalska,prof. dr hab. inż.,Profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3065-0421,,,,8.0,12.0,58.749,,2487.0,88.0,UWMa191260d2af1458995ac854ffade2d9a,https://bazawiedzy.uwm.edu.pl/info/author/UWMa191260d2af1458995ac854ffade2d9a?lang=pl&r=publication&tab=main,
Adam Okorski,prof. dr hab. inż.,Profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-9545-4771,,,,13.0,13.0,177.598,,6001.0,136.0,UWM7c4581b5849c458dbb717b4bface2aea,https://bazawiedzy.uwm.edu.pl/info/author/UWM7c4581b5849c458dbb717b4bface2aea?lang=pl&r=publication&tab=main,
Ewelina Anna Olba-Zięty,dr hab. inż.,Profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-1236-0719,,,,10.0,12.0,187.723,,6105.0,76.0,UWMde4100d46ce14c8f89cc2fec030643ce,https://bazawiedzy.uwm.edu.pl/info/author/UWMde4100d46ce14c8f89cc2fec030643ce?lang=pl&r=publication&tab=main,
Marzenna Olszewska,dr hab. inż.,Profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2766-0792,,,,6.0,7.0,24.624,,1340.0,80.0,UWM5fe729f370fd4168a9b8d9fc244877f9,https://bazawiedzy.uwm.edu.pl/info/author/UWM5fe729f370fd4168a9b8d9fc244877f9?lang=pl&r=publication&tab=main,
Jacek Olszewski,dr hab. inż.,Profesor uczelni,,Wydział Rolnictwa i Leśnictwa,0000-0001-5191-5989,,,,10.0,10.0,66.771,,2146.0,96.0,UWM1b0694deec1c43539291c35a7c661608,https://bazawiedzy.uwm.edu.pl/info/author/UWM1b0694deec1c43539291c35a7c661608?lang=pl&r=publication&tab=main,
Krzysztof Orzech,dr hab. inż.,Adiunkt,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0001-5047-6101,,,,4.0,4.0,18.3,,1022.0,63.0,UWM326ec48ce19947eda991e5b2515bc9ab,https://bazawiedzy.uwm.edu.pl/info/author/UWM326ec48ce19947eda991e5b2515bc9ab?lang=pl&r=publication&tab=main,
Mirosław Orzechowski,dr hab. inż.,Profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-0041-8525,,,,7.0,10.0,28.634,,1656.0,92.0,UWM8df329234738413fb25e8100cadc0b1f,https://bazawiedzy.uwm.edu.pl/info/author/UWM8df329234738413fb25e8100cadc0b1f?lang=pl&r=publication&tab=main,
Sebastian Wojciech Przemieniecki,dr inż.,Adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-1222-0310,,,,15.0,15.0,193.96,,6121.0,100.0,UWM5d6557f862684ef1b4fe57bcdad04f46,https://bazawiedzy.uwm.edu.pl/info/author/UWM5d6557f862684ef1b4fe57bcdad04f46?lang=pl&r=publication&tab=main,
Jerzy Andrzej Przyborowski,dr hab. inż.,Profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-5453-9314,,,,11.0,11.0,67.216,,1881.0,42.0,UWM5c7f7283f89a4793abaf30105f7a7fac,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7f7283f89a4793abaf30105f7a7fac?lang=pl&r=publication&tab=main,
Agnieszka Maria Pszczółkowska,prof. dr hab. inż.,Profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0001-7958-9193,,,,13.0,13.0,102.395,,3249.0,119.0,UWM0efcdc9aa1c744c889b53df42f80d00b,https://bazawiedzy.uwm.edu.pl/info/author/UWM0efcdc9aa1c744c889b53df42f80d00b?lang=pl&r=publication&tab=main,
Elżbieta Rolka,dr inż.,Adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4520-3090,,,,6.0,11.0,53.273,,2118.0,57.0,UWM0f98f7baf59749fb863af9eb3a5b7035,https://bazawiedzy.uwm.edu.pl/info/author/UWM0f98f7baf59749fb863af9eb3a5b7035?lang=pl&r=publication&tab=main,
Marcin Sidoruk,dr hab. inż.,Adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4741-1803,,,,6.0,7.0,45.8,,1613.0,60.0,UWMabe90dd70a3f4a6d9854a65fbf5850e4,https://bazawiedzy.uwm.edu.pl/info/author/UWMabe90dd70a3f4a6d9854a65fbf5850e4?lang=pl&r=publication&tab=main,
Stanisław Sienkiewicz,prof. dr hab. inż.,Profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3919-0361,,,,13.0,14.0,74.208,,2866.0,121.0,UWMf0d069550d6243cd94d94a10e858f82c,https://bazawiedzy.uwm.edu.pl/info/author/UWMf0d069550d6243cd94d94a10e858f82c?lang=pl&r=publication&tab=main,
Łukasz Bogdan Sikorski,dr inż.,Adiunkt,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0001-9177-6856,,,,7.0,8.0,58.898,,1844.0,29.0,UWM0594b610c2da4b528d89b5265af4c873,https://bazawiedzy.uwm.edu.pl/info/author/UWM0594b610c2da4b528d89b5265af4c873?lang=pl&r=publication&tab=main,
Andrzej Józef Skwierawski,dr hab. inż.,Adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1555-7907,,,,5.0,7.0,25.684,,1040.0,49.0,UWMe5d880d682e44e24acf787ac88030f9f,https://bazawiedzy.uwm.edu.pl/info/author/UWMe5d880d682e44e24acf787ac88030f9f?lang=pl&r=publication&tab=main,
Sławomir Grzegorz Smólczyński,dr hab. inż.,Profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0001-7643-4284,,,,7.0,10.0,28.634,,1645.0,89.0,UWM5e0f00eb160d4cf297ad2b5d1ca07acd,https://bazawiedzy.uwm.edu.pl/info/author/UWM5e0f00eb160d4cf297ad2b5d1ca07acd?lang=pl&r=publication&tab=main,
Paweł Sowiński,dr hab.,Profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4804-8161,,,,7.0,10.0,47.468,,2137.0,75.0,UWM27a22177d76b4fabbb62fcbff95d56cd,https://bazawiedzy.uwm.edu.pl/info/author/UWM27a22177d76b4fabbb62fcbff95d56cd?lang=pl&r=publication&tab=main,
Arkadiusz Stępień,dr hab. inż.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-1138-9715,,,,9.0,10.0,62.869,,2469.0,134.0,UWM80731b65172b467b98d9804cd019ed00,https://bazawiedzy.uwm.edu.pl/info/author/UWM80731b65172b467b98d9804cd019ed00?lang=pl&r=publication&tab=main,
Mariusz Jerzy Stolarski,prof. dr hab. inż.,Profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-0712-9678,,,,26.0,32.0,552.055,,16066.0,270.0,UWMe020abfc8bbf4b75836dbdd34c8496c6,https://bazawiedzy.uwm.edu.pl/info/author/UWMe020abfc8bbf4b75836dbdd34c8496c6?lang=pl&r=publication&tab=main,
Elżbieta Suchowilska,prof. dr hab. inż.,Profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-8999-6742,,,,14.0,15.0,106.475,,3034.0,64.0,UWM7b0983da7a25423f8422514b5142991c,https://bazawiedzy.uwm.edu.pl/info/author/UWM7b0983da7a25423f8422514b5142991c?lang=pl&r=publication&tab=main,
Paweł Sulima,dr hab. inż.,Profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-8290-8180,,,,9.0,8.0,88.959,,2657.0,36.0,UWMe7bd86411d09423184c6e474edbd9300,https://bazawiedzy.uwm.edu.pl/info/author/UWMe7bd86411d09423184c6e474edbd9300?lang=pl&r=publication&tab=main,
Artur Szatkowski,dr inż.,Adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-1817-9371,,,,7.0,6.0,54.42,,1800.0,14.0,UWMb78b2c9afa1340a9b3064a5213dea6ba,https://bazawiedzy.uwm.edu.pl/info/author/UWMb78b2c9afa1340a9b3064a5213dea6ba?lang=pl&r=publication&tab=main,
Sławomir Szymczyk,dr hab. inż.,Profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-8845-2594,,,,6.0,7.0,20.78,,1084.0,92.0,UWMcf4087fe371d417cb1e4059a02fbcc33,https://bazawiedzy.uwm.edu.pl/info/author/UWMcf4087fe371d417cb1e4059a02fbcc33?lang=pl&r=publication&tab=main,
Józef Tyburski,dr hab. inż.,Profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7293-3075,,,,9.0,10.0,70.462,,3162.0,283.0,UWM80d836d084ec4ec189daa84d9e0cce9d,https://bazawiedzy.uwm.edu.pl/info/author/UWM80d836d084ec4ec189daa84d9e0cce9d?lang=pl&r=publication&tab=main,
Urszula Barbara Wachowska,prof. dr hab. inż.,Profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-9043-6128,,,,11.0,14.0,119.483,,3490.0,216.0,UWM5bf6a8511d6e4de1bb4f0e89ed709d3f,https://bazawiedzy.uwm.edu.pl/info/author/UWM5bf6a8511d6e4de1bb4f0e89ed709d3f?lang=pl&r=publication&tab=main,
Kazimierz Warmiński,dr hab. inż.,Profesor uczelni,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0003-1674-2319,,,,16.0,17.0,142.566,,4249.0,66.0,UWM7da33e668c7c44e581ba884ba458c0a3,https://bazawiedzy.uwm.edu.pl/info/author/UWM7da33e668c7c44e581ba884ba458c0a3?lang=pl&r=publication&tab=main,
Jadwiga Wierzbowska,prof. dr hab. inż.,Profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-2637-2999,,,,13.0,14.0,73.652,,2897.0,102.0,UWM4b6adb03aebe4272a09a1c6ab54db979,https://bazawiedzy.uwm.edu.pl/info/author/UWM4b6adb03aebe4272a09a1c6ab54db979?lang=pl&r=publication&tab=main,
Marian Wojciech Wiwart,prof. dr hab. inż.,Profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-2693-7021,,,,16.0,16.0,122.45,,3320.0,109.0,UWMfaf0f31ea45842cb8eadbf95729e1673,https://bazawiedzy.uwm.edu.pl/info/author/UWMfaf0f31ea45842cb8eadbf95729e1673?lang=pl&r=publication&tab=main,
Jadwiga Wyszkowska,prof. dr hab. inż.,Profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-2156-3780,,,,27.0,28.0,378.522,,11520.0,267.0,UWMfa9f192014204a8e83d195fd0c1e4f63,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa9f192014204a8e83d195fd0c1e4f63?lang=pl&r=publication&tab=main,
Mirosław Wyszkowski,prof. dr hab. inż.,Profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0001-8194-6313,,,,16.0,19.0,187.266,,7195.0,201.0,UWM003c2ec8ee754b5e9798eca5b9c4e459,https://bazawiedzy.uwm.edu.pl/info/author/UWM003c2ec8ee754b5e9798eca5b9c4e459?lang=pl&r=publication&tab=main,
Magdalena Zaborowska,dr hab. inż.,Profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-0092-2729,,,,10.0,13.0,130.247,,4283.0,54.0,UWM737a03ac7106480fbecf4045cf05d68a,https://bazawiedzy.uwm.edu.pl/info/author/UWM737a03ac7106480fbecf4045cf05d68a?lang=pl&r=publication&tab=main,
Dariusz Załuski,dr hab. inż.,Profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-5904-3035,,,,22.0,21.0,239.946,,7384.0,102.0,UWMb83987221c6846eaa42dc061fe2e8cba,https://bazawiedzy.uwm.edu.pl/info/author/UWMb83987221c6846eaa42dc061fe2e8cba?lang=pl&r=publication&tab=main,
Andrzej Cezary Żołnowski,dr hab. inż.,Profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-8575-5431,,,,6.0,11.0,41.733,,1860.0,142.0,UWM19a8db357fed408c8918adc9239ddbdb,https://bazawiedzy.uwm.edu.pl/info/author/UWM19a8db357fed408c8918adc9239ddbdb?lang=pl&r=publication&tab=main,
