profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Adriana Derejko,dr inż.,Adiunkt,Katedra Biometrii,,0000-0002-6623-0656,,,,6.0,6.0,25.991,7.618,,24.0,WULSd1c55efc2a3041d680b24b80b8480ee2,https://bw.sggw.edu.pl/info/author/WULSd1c55efc2a3041d680b24b80b8480ee2?lang=pl&r=publication&tab=main,
Beata Fornal-Pieniak,dr hab.,Profesor Uczelni,Katedra Ochrony Środowiska i Dendrologii,,0000-0002-3834-1105,,,,8.0,7.0,90.361,13.885,,159.0,WULS358f2d8653f14320a5c27fadbdcc0d17,https://bw.sggw.edu.pl/info/author/WULS358f2d8653f14320a5c27fadbdcc0d17?lang=pl&r=publication&tab=main,
Janina Gajc-Wolska,prof. dr hab.,Profesor,Katedra Roślin Warzywnych i Leczniczych,,0000-0003-4237-5575,,,,12.0,11.0,87.733,34.748,,83.0,WULS6bccb735e7a442d6a7b656f44613d95a,https://bw.sggw.edu.pl/info/author/WULS6bccb735e7a442d6a7b656f44613d95a?lang=pl&r=publication&tab=main,
Marta Galas,mgr,Asystent,Katedra Biochemii i Mikrobiologii,,0009-0009-5235-6782,,,,1.0,1.0,17.4,0.15,,5.0,WULS36fc214444b042ca8e3a7a13a26a4b45,https://bw.sggw.edu.pl/info/author/WULS36fc214444b042ca8e3a7a13a26a4b45?lang=pl&r=publication&tab=main,
Anna Geszprych,dr,Adiunkt,Katedra Roślin Warzywnych i Leczniczych,,0000-0003-0102-7136,,,,6.0,5.0,32.36,9.441,,39.0,WULS44a8b19c422d44dab414bf7723f36b01,https://bw.sggw.edu.pl/info/author/WULS44a8b19c422d44dab414bf7723f36b01?lang=pl&r=publication&tab=main,
Dariusz Gozdowski,dr hab.,Profesor Uczelni,Katedra Biometrii,,0000-0002-7365-7607,,,,27.0,27.0,444.035,167.182,,364.0,WULSb596f99579674796875882b291d31364,https://bw.sggw.edu.pl/info/author/WULSb596f99579674796875882b291d31364?lang=pl&r=publication&tab=main,
Mirosława Górecka,dr inż.,Asystent,Katedra Botaniki i Fizjologii Roslin,,0000-0001-5625-928X,,,,5.0,5.0,29.838,6.019,,16.0,WULS54cf2501d7134ce8beaa187f13c50c0d,https://bw.sggw.edu.pl/info/author/WULS54cf2501d7134ce8beaa187f13c50c0d?lang=pl&r=publication&tab=main,
Marzena Iwańska,dr inż.,Adiunkt,Katedra Biometrii,,0000-0003-2894-2596,,,,4.0,4.0,23.077,6.031,,21.0,WULSbc0e2072e0cc427a9478ca52c536eb9d,https://bw.sggw.edu.pl/info/author/WULSbc0e2072e0cc427a9478ca52c536eb9d?lang=pl&r=publication&tab=main,
Sławomir Janakowski,dr inż.,Adiunkt,Katedra Botaniki i Fizjologii Roslin,,0000-0002-6196-6752,,,,5.0,7.0,42.814,9.344,,16.0,WULSfd0438e338c34e3dbc4fe4db6de886e9,https://bw.sggw.edu.pl/info/author/WULSfd0438e338c34e3dbc4fe4db6de886e9?lang=pl&r=publication&tab=main,
Maria Janicka,dr hab. inż.,Adiunkt,Katedra Agronomii,,0000-0002-4417-5473,,,,5.0,6.0,32.388,10.955,,60.0,WULS5f582277739e4a87a285ce12fa630573,https://bw.sggw.edu.pl/info/author/WULS5f582277739e4a87a285ce12fa630573?lang=pl&r=publication&tab=main,
Paweł Jankowski,dr,Adiunkt,Katedra Systemów Informatycznych,,0000-0002-3176-8798,,,,11.0,11.0,72.555,24.453,,42.0,WULSe09cc37984484151998eb461423ae1a9,https://bw.sggw.edu.pl/info/author/WULSe09cc37984484151998eb461423ae1a9?lang=pl&r=publication&tab=main,
Agata Jędrzejuk,dr hab.,Profesor Uczelni,Katedra Ochrony Środowiska i Dendrologii,,0000-0001-6258-0598,,,,12.0,12.0,73.928,26.213,,76.0,WULS2142a677ab9545b7bce43f8f9cbf8ead,https://bw.sggw.edu.pl/info/author/WULS2142a677ab9545b7bce43f8f9cbf8ead?lang=pl&r=publication&tab=main,
Jerzy Jonczak,dr hab.,Profesor Uczelni,Katedra Gleboznawstwa,,0000-0002-9577-5292,,,,16.0,15.0,183.193,52.977,,151.0,WULSa41d7cc83cc44fe2b8bb154b6089f19a,https://bw.sggw.edu.pl/info/author/WULSa41d7cc83cc44fe2b8bb154b6089f19a?lang=pl&r=publication&tab=main,
Ksenia Juszczak-Szelągowska,dr,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0001-8929-8883,,,,,1.0,3.3,1.27,,18.0,WULS854d1a8a5c474e718da6e2323d891959,https://bw.sggw.edu.pl/info/author/WULS854d1a8a5c474e718da6e2323d891959?lang=pl&r=publication&tab=main,
Danuta Kaczorek,dr hab.,Adiunkt,Katedra Gleboznawstwa,,0000-0002-7053-6084,,,,18.0,19.0,104.722,31.407,,37.0,WULS03d0d449a1564355be2b00355c9e963c,https://bw.sggw.edu.pl/info/author/WULS03d0d449a1564355be2b00355c9e963c?lang=pl&r=publication&tab=main,
Filip Kamionowski,mgr inż.,Asystent,Katedra Ochrony Środowiska i Dendrologii,,0009-0000-1728-4618,,,,2.0,2.0,9.5,0.884,,6.0,WULS6d14d2728bf4400e959193e9698bee77,https://bw.sggw.edu.pl/info/author/WULS6d14d2728bf4400e959193e9698bee77?lang=pl&r=publication&tab=main,
Zbigniew Karaczun,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Środowiska i Dendrologii,,0000-0001-6971-275X,,,,4.0,4.0,23.742,7.206,,92.0,WULSaecb2c76e1bd467e97ea9ceeeda5f0bd,https://bw.sggw.edu.pl/info/author/WULSaecb2c76e1bd467e97ea9ceeeda5f0bd?lang=pl&r=publication&tab=main,
Małgorzata Kiełkiewicz-Szaniawska,prof. dr hab.,Profesor,Katedra Ochrony Roślin,,0000-0002-1170-9870,,,,8.0,9.0,35.498,18.106,,43.0,WULSa917582428b94d5a995586470d9da84f,https://bw.sggw.edu.pl/info/author/WULSa917582428b94d5a995586470d9da84f?lang=pl&r=publication&tab=main,
Marek Kondras,dr inż.,Adiunkt,Katedra Gleboznawstwa,,0000-0002-1987-7983,,,,7.0,7.0,38.414,11.649,,33.0,WULS4b7bab18e6564ae8baf03ab4d979ad6d,https://bw.sggw.edu.pl/info/author/WULS4b7bab18e6564ae8baf03ab4d979ad6d?lang=pl&r=publication&tab=main,
Olga Kosakowska,dr hab.,Profesor Uczelni,Katedra Roślin Warzywnych i Leczniczych,,0000-0001-7376-3277,,,,16.0,18.0,107.508,24.562,,70.0,WULSa3412283e3e94cf6ae0930cd0070ffe9,https://bw.sggw.edu.pl/info/author/WULSa3412283e3e94cf6ae0930cd0070ffe9?lang=pl&r=publication&tab=main,
Katarzyna Kowalczyk,dr hab. inż.,Profesor Uczelni,Katedra Roślin Warzywnych i Leczniczych,,0000-0001-5282-7331,,,,12.0,12.0,84.583,36.927,,93.0,WULSccceba6db29f417193524413e7546bfe,https://bw.sggw.edu.pl/info/author/WULSccceba6db29f417193524413e7546bfe?lang=pl&r=publication&tab=main,
Wojciech Kowalczyk,dr inż.,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-3671-9266,,,,2.0,4.0,15.826,5.453,,37.0,WULSb0875354e678475a850786b13535c5b5,https://bw.sggw.edu.pl/info/author/WULSb0875354e678475a850786b13535c5b5?lang=pl&r=publication&tab=main,
Edmund Kozieł,dr,Adiunkt,Katedra Botaniki i Fizjologii Roslin,,0000-0001-6646-1254,,,,13.0,13.0,117.667,18.122,,32.0,WULS9aab55eb07c7443c883b67a669e311fb,https://bw.sggw.edu.pl/info/author/WULS9aab55eb07c7443c883b67a669e311fb?lang=pl&r=publication&tab=main,
Bogusława Kruczkowska,dr hab.,Adiunkt,Katedra Gleboznawstwa,,0000-0003-0764-9884,,,,8.0,9.0,99.891,23.544,,39.0,WULSdf90d7b58cab49f1b18a6c9fe845dd9b,https://bw.sggw.edu.pl/info/author/WULSdf90d7b58cab49f1b18a6c9fe845dd9b?lang=pl&r=publication&tab=main,
Tomasz Krupa,dr hab. inż.,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-2252-250X,,,,12.0,11.0,81.805,26.706,,147.0,WULS4ebfaf0d6a6d4063980a80d2463656f1,https://bw.sggw.edu.pl/info/author/WULS4ebfaf0d6a6d4063980a80d2463656f1?lang=pl&r=publication&tab=main,
Natalia Kuźma,dr inż.,Adiunkt,Katedra Ochrony Środowiska i Dendrologii,,,,,,2.0,2.0,20.363,1.8,,10.0,WULS74a9cc0470c742f8be109b73502c0e2b,https://bw.sggw.edu.pl/info/author/WULS74a9cc0470c742f8be109b73502c0e2b?lang=pl&r=publication&tab=main,
Wojciech Kwasowski,dr inż.,Adiunkt,Katedra Gleboznawstwa,,0000-0003-1448-2445,,,,11.0,12.0,61.852,21.309,,63.0,WULSc2ded684f2904da7ba9e49bb36851369,https://bw.sggw.edu.pl/info/author/WULSc2ded684f2904da7ba9e49bb36851369?lang=pl&r=publication&tab=main,
Piotr Latocha,prof. dr hab. inż.,Profesor,Katedra Ochrony Środowiska i Dendrologii,,0000-0002-6282-7340,,,,20.0,20.0,173.619,37.726,,225.0,WULS06b45116aede48e79f64236855d3ac96,https://bw.sggw.edu.pl/info/author/WULS06b45116aede48e79f64236855d3ac96?lang=pl&r=publication&tab=main,
Renata Leszczyńska,mgr inż.,Asystent,Katedra Agronomii,,,,,,1.0,2.0,8.7,,,5.0,WULS4881e40b870247a88592ed8ca6bf04c9,https://bw.sggw.edu.pl/info/author/WULS4881e40b870247a88592ed8ca6bf04c9?lang=pl&r=publication&tab=main,
Mariusz Lewandowski,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Roślin,,0000-0001-5360-0382,,,,13.0,12.0,143.298,38.471,,100.0,WULSfd14c9eadfd34eff8b845519595e336e,https://bw.sggw.edu.pl/info/author/WULSfd14c9eadfd34eff8b845519595e336e?lang=pl&r=publication&tab=main,
Barbara Łata,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Roślin,,0000-0001-7128-7377,,,,14.0,12.0,63.781,26.16,,57.0,WULS0413359299e54c6c8dd5554d57a08407,https://bw.sggw.edu.pl/info/author/WULS0413359299e54c6c8dd5554d57a08407?lang=pl&r=publication&tab=main,
Maria Małachowska,mgr inż.,Asystent,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-3341-8601,,,,6.0,6.0,27.874,7.155,,9.0,WULSae3b3074473d45d685aaff9ab389f6bc,https://bw.sggw.edu.pl/info/author/WULSae3b3074473d45d685aaff9ab389f6bc?lang=pl&r=publication&tab=main,
Przemysław Marciniak,dr inż.,Adiunkt,Instytut Nauk Ogrodniczych,,0000-0002-4641-4095,,,,,4.0,24.383,2.741,,9.0,WULS18e61211d7844d7db06af5e5ff72b26c,https://bw.sggw.edu.pl/info/author/WULS18e61211d7844d7db06af5e5ff72b26c?lang=pl&r=publication&tab=main,
Grażyna Mastalerczuk,dr inż.,Adiunkt,Katedra Agronomii,,0000-0002-8267-5460,,,,9.0,10.0,48.441,14.722,,49.0,WULS5c3477a0411347578f602abf91bb8651,https://bw.sggw.edu.pl/info/author/WULS5c3477a0411347578f602abf91bb8651?lang=pl&r=publication&tab=main,
Katarzyna Michalska,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Roślin,,0000-0002-5136-7836,,,,5.0,6.0,42.816,10.162,,26.0,WULSe63ec1d0dec44fcab8af6120fc8d36c7,https://bw.sggw.edu.pl/info/author/WULSe63ec1d0dec44fcab8af6120fc8d36c7?lang=pl&r=publication&tab=main,
Beata Michalska-Klimczak,dr,Adiunkt,Katedra Agronomii,,0000-0003-4992-4477,,,,4.0,5.0,30.052,8.514,,153.0,WULS9a9ab68e34314e03a4f5bef70fe492ba,https://bw.sggw.edu.pl/info/author/WULS9a9ab68e34314e03a4f5bef70fe492ba?lang=pl&r=publication&tab=main,
Małgorzata Mirgos,dr,Adiunkt,Katedra Roślin Warzywnych i Leczniczych,,0000-0003-2940-7771,,,,7.0,7.0,47.235,12.984,,35.0,WULSe6b3845fee244fe7a0301c5cafe7ac59,https://bw.sggw.edu.pl/info/author/WULSe6b3845fee244fe7a0301c5cafe7ac59?lang=pl&r=publication&tab=main,
Ewa Mirzwa-Mróz,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Roślin,,0000-0003-0537-0783,,,,6.0,6.0,57.75,13.221,,56.0,WULSc03e55d80e4343d69163a3b587bc3b41,https://bw.sggw.edu.pl/info/author/WULSc03e55d80e4343d69163a3b587bc3b41?lang=pl&r=publication&tab=main,
Marta Monder,dr hab. inż.,Profesor Uczelni,Instytut Nauk Ogrodniczych,,0000-0003-4775-5980,,,,3.0,3.0,25.0,3.57,,8.0,WULS51a9ffbeb16d4626b8485263456698ce,https://bw.sggw.edu.pl/info/author/WULS51a9ffbeb16d4626b8485263456698ce?lang=pl&r=publication&tab=main,
Hanna Moniuszko,dr,Adiunkt,Centrum Badań Klimatu SGGW,,0000-0002-8711-2309,,,,10.0,10.0,106.418,12.651,,38.0,WULS26857880579146908cdd9f2ad46fd970,https://bw.sggw.edu.pl/info/author/WULS26857880579146908cdd9f2ad46fd970?lang=pl&r=publication&tab=main,
Adam Nawrocki,mgr inż.,Asystent,Katedra Biometrii,,0000-0003-4419-4479,,,,3.0,3.0,21.4,1.682,,5.0,WULS833a138a947a48058afdb43cf73f5e6f,https://bw.sggw.edu.pl/info/author/WULS833a138a947a48058afdb43cf73f5e6f?lang=pl&r=publication&tab=main,
Tomasz Niedziński,dr inż.,Adiunkt,Instytut Rolnictwa,,,,,,2.0,5.0,34.834,2.974,,12.0,WULS919979567147419896830ce5c6ea6171,https://bw.sggw.edu.pl/info/author/WULS919979567147419896830ce5c6ea6171?lang=pl&r=publication&tab=main,
Kinga Noras,dr inż.,Adiunkt,Katedra Biometrii,,0000-0002-5493-2650,,,,4.0,5.0,16.737,5.484,,14.0,WULSbd9c97f08f524ace8c750f1e33470f4d,https://bw.sggw.edu.pl/info/author/WULSbd9c97f08f524ace8c750f1e33470f4d?lang=pl&r=publication&tab=main,
Małgorzata Nykiel,dr inż.,Adiunkt,Katedra Biochemii i Mikrobiologii,,0000-0003-0688-1964,,,,13.0,11.0,81.418,16.116,,32.0,WULSb2c92cc69de74f0a92647afaf95bbf44,https://bw.sggw.edu.pl/info/author/WULSb2c92cc69de74f0a92647afaf95bbf44?lang=pl&r=publication&tab=main,
Lidia Oktaba,dr inż.,Adiunkt,Katedra Gleboznawstwa,,0000-0002-4937-9299,,,,9.0,10.0,58.312,19.753,,41.0,WULS50a5716e45e047e5b9fe83ceea9bdf00,https://bw.sggw.edu.pl/info/author/WULS50a5716e45e047e5b9fe83ceea9bdf00?lang=pl&r=publication&tab=main,
Dawid Olewnicki,dr hab. inż.,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-3096-3882,,,,6.0,4.0,28.791,3.047,,94.0,WULSd22895bd09124ce38fc5c71a69e78567,https://bw.sggw.edu.pl/info/author/WULSd22895bd09124ce38fc5c71a69e78567?lang=pl&r=publication&tab=main,
Marcin Ollik,dr,Adiunkt,Katedra Biometrii,,0000-0001-8861-803X,,,,8.0,7.0,50.162,15.891,,28.0,WULS938a08fde23e421899eb8e8b1fb22af6,https://bw.sggw.edu.pl/info/author/WULS938a08fde23e421899eb8e8b1fb22af6?lang=pl&r=publication&tab=main,
Sławomir Orzechowski,dr hab. inż.,Adiunkt,Katedra Biochemii i Mikrobiologii,Wydział Rolnictwa studia doktoranckie: 1996-2000 specjalizacja Agrobiologia przy Wydziale Rolnictwa SGGW stopień doktora 08.03.2000 Doktor Nauk Bio,0000-0002-3370-6910,,,,15.0,15.0,92.68,22.581,,42.0,WULScf67ac73ae79450d9beeb73cf0ac217f,https://bw.sggw.edu.pl/info/author/WULScf67ac73ae79450d9beeb73cf0ac217f?lang=pl&r=publication&tab=main,
Aleksandra Orzeszko-Rywka,dr inż.,Asystent,Katedra Botaniki i Fizjologii Roslin,,0000-0001-5968-023X,,,,5.0,4.0,5.33,2.281,,40.0,WULS5461e163bf424cca8173f50e081c643c,https://bw.sggw.edu.pl/info/author/WULS5461e163bf424cca8173f50e081c643c?lang=pl&r=publication&tab=main,
Andrzej Pacholczak,dr hab.,Profesor Uczelni,Instytut Nauk Ogrodniczych,,0000-0001-5830-1859,,,,10.0,13.0,63.969,23.149,,136.0,WULSb410ecc41e3b4e77bf7e08b70b8b2cdc,https://bw.sggw.edu.pl/info/author/WULSb410ecc41e3b4e77bf7e08b70b8b2cdc?lang=pl&r=publication&tab=main,
Jakub Paderewski,dr hab.,Adiunkt,Katedra Biometrii,,0000-0003-3957-7467,,,,10.0,8.0,70.261,29.381,,53.0,WULS16af177a9a074e60840ffff3c2c7ec02,https://bw.sggw.edu.pl/info/author/WULS16af177a9a074e60840ffff3c2c7ec02?lang=pl&r=publication&tab=main,
Elżbieta Paduch-Cichal,prof. dr hab. inż.,Profesor,Katedra Ochrony Roślin,,0000-0002-2294-8148,,,,8.0,8.0,52.794,21.818,,86.0,WULS7a3dd5b63101497981904a7cc2d38d97,https://bw.sggw.edu.pl/info/author/WULS7a3dd5b63101497981904a7cc2d38d97?lang=pl&r=publication&tab=main,
Krzysztof Pągowski,dr inż.,Asystent,Katedra Agronomii,,0000-0002-8174-4399,,,,1.0,1.0,3.4,,,5.0,WULS8deddba71f2345ea89c8da0a43ef273b,https://bw.sggw.edu.pl/info/author/WULS8deddba71f2345ea89c8da0a43ef273b?lang=pl&r=publication&tab=main,
Aneta Perzanowska,dr inż.,Adiunkt,Katedra Agronomii,,0000-0003-3343-8095,,,,5.0,5.0,35.916,5.443,,19.0,WULS2b69a7704be843318548599a7b8f050e,https://bw.sggw.edu.pl/info/author/WULS2b69a7704be843318548599a7b8f050e?lang=pl&r=publication&tab=main,
Artur Pędziwiatr,dr,Adiunkt,Katedra Gleboznawstwa,,0000-0002-6253-4302,,,,11.0,11.0,111.029,17.899,,35.0,WULS4ef65001b1714215bffd20307ece3955,https://bw.sggw.edu.pl/info/author/WULS4ef65001b1714215bffd20307ece3955?lang=pl&r=publication&tab=main,
Ewelina Pióro-Jabrucka,dr,Adiunkt,Katedra Roślin Warzywnych i Leczniczych,,0000-0002-8593-0906,,,,7.0,8.0,44.488,8.917,,81.0,WULS29c406a7ac8846ffb0ea5a1bad912441,https://bw.sggw.edu.pl/info/author/WULS29c406a7ac8846ffb0ea5a1bad912441?lang=pl&r=publication&tab=main,
Robert Popek,dr hab. inż.,Profesor Uczelni,Centrum Badań Klimatu SGGW,,0000-0001-6112-841X,,,,25.0,24.0,195.594,23.377,,63.0,WULS8c57b7839030409fbc1cfd3001ec6bad,https://bw.sggw.edu.pl/info/author/WULS8c57b7839030409fbc1cfd3001ec6bad?lang=pl&r=publication&tab=main,
Jarosław Przybył,dr,Adiunkt,Katedra Roślin Warzywnych i Leczniczych,,0000-0003-0959-184X,,,,21.0,21.0,148.963,38.197,,140.0,WULS1b5f5849eb7746df93e914878f4c5332,https://bw.sggw.edu.pl/info/author/WULS1b5f5849eb7746df93e914878f4c5332?lang=pl&r=publication&tab=main,
Sebastian Przybyłko,dr inż.,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0003-2926-5937,,,,2.0,7.0,47.969,9.106,,49.0,WULSfe763190db7e406aa731b2e2f0638b76,https://bw.sggw.edu.pl/info/author/WULSfe763190db7e406aa731b2e2f0638b76?lang=pl&r=publication&tab=main,
Arkadiusz Przybysz,dr hab. inż.,Profesor Uczelni,Centrum Badań Klimatu SGGW,,0000-0002-1378-6546,,,,19.0,20.0,287.705,37.652,,86.0,WULSdba35cf18b574a57b96ce2ed1c2046e4,https://bw.sggw.edu.pl/info/author/WULSdba35cf18b574a57b96ce2ed1c2046e4?lang=pl&r=publication&tab=main,
Ewa Puchalska,dr,Adiunkt,Katedra Ochrony Roślin,,0000-0001-6032-3571,,,,7.0,7.0,56.159,12.781,,30.0,WULS7d9f1699d3c24d448a372d2cae48c54e,https://bw.sggw.edu.pl/info/author/WULS7d9f1699d3c24d448a372d2cae48c54e?lang=pl&r=publication&tab=main,
Julita Rabiza-Świder,dr hab.,Profesor Uczelni,Instytut Nauk Ogrodniczych,Wydziału Ogrodniczego Samodzielny Zakład Roślin Ozdobnych Instytut Nauk Ogrodniczych,0000-0003-3599-0051,,,,11.0,12.0,77.065,24.857,,98.0,WULSb77da74b0e604fd9be3233b346ff64f3,https://bw.sggw.edu.pl/info/author/WULSb77da74b0e604fd9be3233b346ff64f3?lang=pl&r=publication&tab=main,
Michał Reut,dr inż.,Adiunkt,Katedra Ochrony Roślin,,0000-0002-9259-7830,,,,4.0,5.0,28.2,7.511,,13.0,WULS2af8691a50ff4fa8a00ad2f709685c4b,https://bw.sggw.edu.pl/info/author/WULS2af8691a50ff4fa8a00ad2f709685c4b?lang=pl&r=publication&tab=main,
Edyta Rosłon-Szeryńska,dr hab.,Adiunkt,Katedra Architektury Krajobrazu,,0000-0003-0191-7999,,,,3.0,2.0,4.751,3.137,,113.0,WULS3192f7645be14a16bb4e7586e2b6bff7,https://bw.sggw.edu.pl/info/author/WULS3192f7645be14a16bb4e7586e2b6bff7?lang=pl&r=publication&tab=main,
Beata Rustowska,dr,Asystent,Katedra Gleboznawstwa,,0000-0001-9434-862X,,,,1.0,3.0,10.1,0.238,,6.0,WULS054a31344f93447cbe8bbff9476b6228,https://bw.sggw.edu.pl/info/author/WULS054a31344f93447cbe8bbff9476b6228?lang=pl&r=publication&tab=main,
Beata Rutkowska,prof. dr hab. inż.,Profesor,Instytut Rolnictwa,,0000-0003-4563-0156,,,,16.0,17.0,170.74,51.977,,139.0,WULS7d63a5df20554db9b38e8170e77aaeca,https://bw.sggw.edu.pl/info/author/WULS7d63a5df20554db9b38e8170e77aaeca?lang=pl&r=publication&tab=main,
Anna Rybarczyk-Płońska,dr,Adiunkt,Katedra Biochemii i Mikrobiologii,,0000-0002-4151-0467,,,,12.0,12.0,59.978,14.919,,16.0,WULS2e8c1bd0a7004e518bf762a71abfb42f,https://bw.sggw.edu.pl/info/author/WULS2e8c1bd0a7004e518bf762a71abfb42f?lang=pl&r=publication&tab=main,
Ewa Sady-Makarewicz,dr inż.,Adiunkt,Centrum Medycyny Translacyjnej SGGW,,0000-0002-9395-393X,,,,1.0,1.0,,0.692,,11.0,WULS364ca28e79ea4a9db7e2a2c727ea5f90,https://bw.sggw.edu.pl/info/author/WULS364ca28e79ea4a9db7e2a2c727ea5f90?lang=pl&r=publication&tab=main,
Stanisław Samborski,dr hab.,Profesor Uczelni,Katedra Agronomii,,0000-0003-1147-5805,,,,11.0,11.0,46.233,24.548,,65.0,WULS5d34eaa6627543abb863a6541a74c413,https://bw.sggw.edu.pl/info/author/WULS5d34eaa6627543abb863a6541a74c413?lang=pl&r=publication&tab=main,
Leszek Sieczko,dr inż.,Adiunkt,Katedra Biometrii,,0000-0002-9325-643X,,,,9.0,8.0,52.504,18.864,,80.0,WULSa4da368ca7da450fbc92429b42f2aaa0,https://bw.sggw.edu.pl/info/author/WULSa4da368ca7da450fbc92429b42f2aaa0?lang=pl&r=publication&tab=main,
Dorota Sienkiewicz-Paderewska,dr inż.,Adiunkt,Katedra Biometrii,,0000-0002-4255-8390,,,,5.0,4.0,27.836,6.803,,26.0,WULSfc066fbfac7a4874b5f5c051b6a04268,https://bw.sggw.edu.pl/info/author/WULSfc066fbfac7a4874b5f5c051b6a04268?lang=pl&r=publication&tab=main,
Piotr Sikorski,dr hab.,Profesor Uczelni,Katedra Kształtowania Środowiska i Teledetekcji,,0000-0002-5611-4731,,,,12.0,15.0,119.757,24.431,,84.0,WULS1ad1d178bbf84d80ba045436dc215e0e,https://bw.sggw.edu.pl/info/author/WULS1ad1d178bbf84d80ba045436dc215e0e?lang=pl&r=publication&tab=main,
